,name,param,proto_name,spacegroup,species,wyckoffs,proto_compo,name_short
1077.0,285032-647358-CuO2,"{'a': 1.3761, 'b': 4.134873919046581, 'c': 4.722040549378678, 'ym1': 0.510417}",AB2_1_a_m_47,47,"['Cu', 'O']","['a', 'm']",AB2,CuO2
419.0,2571-4402-B2W,"{'a': 3.018122962715979, 'c': 4.649092224981173, 'zf0': 0.6353489999999999, 'zf3': 0.023050000000000015}",AB2_4_f_bcf_194,194,"['W', 'B', 'B', 'B']","['f', 'b', 'c', 'f']",AB2,B2W
728.0,17208-21650-SiO2,"{'a': 5.669259, 'b': 3.97342756787087, 'xg0': 0.2512060000000001, 'yg0': 0.8673310000000001, 'zg0': 0.5609599999999999, 'zc1': 0.5547649999999998, 'zc2': 0.8165694999999998, 'xe3': 0.7868955, 'xf4': 0.7198685}",AB2_8_g_c2ef_98,98,"['Si', 'O', 'O', 'O', 'O']","['g', 'c', 'c', 'e', 'f']",AB2,SiO2
385.0,16935-21357-H2S,"{'a': 7.892332, 'b': 1.2197038847326747, 'c': 1.0088635399524502, 'xc0': 0.7156145, 'ze1': 0.014973500000000028, 'xf2': 0.4030075000000001, 'yf2': 0.18343299999999996, 'zf2': 0.10157399999999998, 'xf3': 0.6664505000000001, 'yf3': 0.932137, 'zf3': 0.6540649999999999}",AB2_8_ce_f2_73,73,"['S', 'S', 'H', 'H']","['c', 'e', 'f', 'f']",AB2,H2S
1159.0,10154-14021-VS2,"{'a': 3.163334, 'b': 1.7331125957613076, 'c': 7.169509131821048, 'yf1': 0.6665030000000001, 'zf1': 0.935276}",AB2_2_a_f_63,63,"['V', 'S']","['a', 'f']",AB2,VS2
1440.0,2724-4573-SbO2,"{'a': 10.465552, 'xf4': 0.2706710000000001}",AB2_8_cd_abf_227,227,"['Sb', 'Sb', 'O', 'O', 'O']","['c', 'd', 'a', 'b', 'f']",AB2,SbO2
52.0,17186-21626-NaSn2,"{'a': 13.524460108610473, 'b': 0.5123030379296862, 'c': 1.1484240877902772, 'beta': 102.60445824825166, 'yg0': 0.750011, 'xi1': 0.2721495, 'zi1': 0.08841400000000002, 'xi2': 0.09255050000000002, 'zi2': 0.4164040000000001, 'xi3': 0.6153115, 'zi3': 0.4333750000000001, 'xi4': 0.672735, 'zi4': 0.11341800000000003, 'xi5': 0.8852800000000001, 'zi5': 0.11423100000000003, 'xj6': 0.17185450000000002, 'yj6': 0.7829285, 'zj6': 0.25220900000000007, 'xj7': 0.4545955, 'yj7': 0.2149485, 'zj7': 0.25272600000000006, 'xj8': 0.348687, 'yj8': 0.28192900000000004, 'zj8': 0.3964640000000001}",AB2_8_gi3_i2j3_12,12,"['Na', 'Na', 'Na', 'Na', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn']","['g', 'i', 'i', 'i', 'i', 'i', 'j', 'j', 'j']",AB2,NaSn2
107.0,12861-16879-SeO2,"{'a': 5.073105, 'b': 0.8745750383640787, 'c': 2.8998623131198746, 'ya0': 0.0952464999999999, 'za0': 0.191302, 'ya1': 0.6535004999999999, 'za1': 0.440219, 'yb2': 0.9646615, 'zb2': 0.005049, 'yb3': 0.48823549999999993, 'zb3': 0.253156, 'ya4': 0.9565294999999999, 'za4': 0.086637, 'ya5': 0.5140354999999999, 'za5': 0.335565, 'yb6': 0.8508855, 'zb6': 0.22729, 'yb7': 0.4018084999999999, 'zb7': 0.485404, 'xc8': 0.7499680000000001, 'yc8': 0.38079149999999995, 'zc8': 0.170035, 'xc9': 0.748237, 'yc9': 0.9367874999999999, 'zc9': 0.419403}",AB2_8_a2b2_a2b2c2_26,26,"['Se', 'Se', 'Se', 'Se', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'a', 'b', 'b', 'a', 'a', 'b', 'b', 'c', 'c']",AB2,SeO2
831.0,30343-111550-SiO2,"{'a': 9.689440575139104, 'b': 0.5865533676507849, 'c': 1.2778212155526856, 'beta': 112.97432908147522, 'xf0': 0.9094865, 'yf0': 0.8428485000000001, 'zf0': 0.38191949999999997, 'xf1': 0.2225385, 'yf1': 0.9071355000000001, 'zf1': 0.3818394999999999, 'xf4': 0.34281049999999996, 'yf4': 0.12477750000000004, 'zf4': 0.4352905, 'xf5': 0.046545999999999976, 'yf5': 0.8747760000000001, 'zf5': 0.34278049999999993, 'xf6': 0.766053, 'yf6': 0.8755010000000001, 'zf6': 0.25020850000000006}",AB2_8_f2_acf3_15,15,"['Si', 'Si', 'O', 'O', 'O', 'O', 'O']","['f', 'f', 'a', 'c', 'f', 'f', 'f']",AB2,SiO2
1456.0,17215-21657-SiO2,"{'a': 10.06652, 'yg1': 0.279014}",AB2_12_d_g_230,230,"['Si', 'O']","['d', 'g']",AB2,SiO2
527.0,18087-22603-Ni2H,"{'a': 2.5377749729532972, 'c': 1.6506605371423693, 'za0': 0.028124, 'zb1': 0.769811, 'zc2': 0.287066}",AB2_1_a_bc_156,156,"['H', 'Ni', 'Ni']","['a', 'b', 'c']",AB2,Ni2H
610.0,14512-18664-Al2Cu,"{'a': 4.877244, 'b': 1.744709102107666, 'c': 1.7537383817582224, 'yh1': 0.1593695, 'zi2': 0.3412559999999999}",AB2_2_f_hi_69,69,"['Cu', 'Al', 'Al']","['f', 'h', 'i']",AB2,Al2Cu
1431.0,1098-2783-PrI2,"{'a': 12.52825, 'xe0': 0.63753875, 'xe1': 0.8878837500000001, 'xe2': 0.37511324999999995}",AB2_4_e_e2_216,216,"['Pr', 'I', 'I']","['e', 'e', 'e']",AB2,PrI2
112.0,15297-19529-HgBr2,"{'a': 7.100840768723989, 'c': 0.8724903433701434, 'za0': 0.510548, 'zb1': 0.472355, 'zc2': 0.450052, 'xd3': 0.6733833333333333, 'yd3': 0.9962136666666668, 'zd3': 0.221849, 'xd4': 0.34371633333333335, 'yd4': 0.0038706666666668, 'zd4': 0.733532}",AB2_3_abc_d2_143,143,"['Hg', 'Hg', 'Hg', 'Br', 'Br']","['a', 'b', 'c', 'd', 'd']",AB2,HgBr2
1310.0,30342-111546-SiO2,"{'a': 6.774876784808069, 'c': 1.9784043940187641, 'xk0': 0.824811, 'yk0': 0.22688900000000015, 'zk0': 0.048322, 'zf1': 0.694151666667, 'xg2': 0.17800700000000003, 'xi3': 0.6048209999999998, 'xj4': 0.815434}",AB2_12_k_fgij_181,181,"['Si', 'O', 'O', 'O', 'O']","['k', 'f', 'g', 'i', 'j']",AB2,SiO2
438.0,21058-25815-BaSb2,"{'a': 11.74809033932724, 'b': 0.38016808442892536, 'c': 1.0768761817171923, 'beta': 100.27522301974194, 'xe0': 0.11986999999999998, 'ze0': 0.910781, 'xe1': 0.441314, 'ze1': 0.232999, 'xe2': 0.784853, 'ze2': 0.5605640000000001, 'xe3': 0.429798, 'ze3': 0.9484319999999999, 'xe4': 0.791259, 'ze4': 0.867752, 'xe5': 0.09521800000000002, 'ze5': 0.227212, 'xe6': 0.754965, 'ze6': 0.27389, 'xe7': 0.10039999999999999, 'ze7': 0.629246, 'xe8': 0.44565499999999997, 'ze8': 0.54965}",AB2_6_e3_e6_11,11,"['Ba', 'Ba', 'Ba', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb']","['e', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'e']",AB2,BaSb2
742.0,6278-8479-Fe2N,"{'a': 4.720930638844633, 'b': 1.732092577958916, 'c': 0.914952658336158, 'beta': 90.0151199731274, 'yh1': 0.6666405000000001, 'xi2': 0.668895, 'zi2': 0.7493340000000001, 'xj3': 0.6655559999999999, 'yj3': 0.6655440000000001, 'zj3': 0.7493400000000001}",AB2_3_ah_ij_12,12,"['N', 'N', 'Fe', 'Fe']","['a', 'h', 'i', 'j']",AB2,Fe2N
205.0,29674-85960-Ag2S,"{'a': 4.352882092269902, 'b': 1.3543284368922126, 'c': 1.345335020073512, 'beta': 105.65499319932516, 'xa0': 0.701856, 'ya0': 0.729086, 'za0': 0.6912535000000001, 'xa1': 0.909985, 'ya1': 0.058018000000000014, 'za1': 0.5039675000000001, 'xa2': 0.013979999999999992, 'ya2': 0.462896, 'za2': 0.9788615}",AB2_2_a_a2_4,4,"['S', 'Ag', 'Ag']","['a', 'a', 'a']",AB2,Ag2S
351.0,284446-646698-MgCl2,"{'a': 6.18748276705875, 'b': 1.1248764074474744, 'c': 1.1415278455709776, 'alpha': 103.3892368683443, 'beta': 115.26608994246091, 'gamma': 103.25022511361024, 'xi0': 0.14562400000000003, 'yi0': 0.37047399999999997, 'zi0': 0.13672399999999998, 'xi3': 0.18441200000000002, 'yi3': 0.5083149999999997, 'zi3': 0.8721999999999999}",AB2_2_i_ahi_2,2,"['Mg', 'Cl', 'Cl', 'Cl']","['i', 'a', 'h', 'i']",AB2,MgCl2
1124.0,10110-13973-ThC2,"{'a': 4.28006, 'b': 1.220334995303804, 'xj1': 0.345776}",AB2_2_c_j_131,131,"['Th', 'C']","['c', 'j']",AB2,ThC2
103.0,17201-21643-SiO2,"{'a': 8.817525, 'b': 1.00201314994854, 'c': 0.9119288008823339, 'xi0': 0.4160965000000001, 'yi0': 0.208867, 'zi0': 0.6867065000000001, 'xi1': 0.7096635, 'yi1': 0.08368, 'zi1': 0.8133685000000002, 'xg2': 0.6820965, 'yg2': 0.145021, 'xh3': 0.35474249999999996, 'yh3': 0.180633, 'xi4': 0.5958184999999999, 'yi4': 0.174382, 'zi4': 0.6898325000000001, 'xi5': 0.8812834999999999, 'yi5': 0.119419, 'zi5': 0.7495565000000002, 'xi6': 0.3242305000000001, 'yi6': 0.095942, 'zi6': 0.8104255}",AB2_16_i2_ghi3_55,55,"['Si', 'Si', 'O', 'O', 'O', 'O', 'O']","['i', 'i', 'g', 'h', 'i', 'i', 'i']",AB2,SiO2
896.0,10034-13891-Cu2Te,"{'a': 4.273870903212917, 'b': 1.7320553766845495, 'c': 1.8720060179314593, 'beta': 90.01331268479237, 'xi0': 0.0, 'zi0': 0.7822020000000001, 'xj1': 0.49990499999999993, 'yj1': 0.166667, 'zj1': 0.656987}",AB2_2_i_j_12,12,"['Te', 'Cu']","['i', 'j']",AB2,Cu2Te
1205.0,29312-67912-NbSe2,"{'a': 26.397419, 'b': 0.13160097204957805, 'c': 0.22758815928179696, 'za0': 0.6669735000000001, 'zb1': 0.22301800000000005, 'xc2': 0.24024599999999996, 'zc2': -0.0005984999999999301, 'xc3': 0.436249, 'zc3': 0.8906215000000001, 'xc4': 0.30392499999999995, 'zc4': 0.332778, 'xc5': 0.17654799999999993, 'zc5': 0.6660695000000001, 'xc6': 0.06349199999999988, 'zc6': 0.33278450000000004}",AB2_4_abc_c4_38,38,"['Nb', 'Nb', 'Nb', 'Se', 'Se', 'Se', 'Se']","['a', 'b', 'c', 'c', 'c', 'c', 'c']",AB2,NbSe2
1072.0,9776-13612-SiO2,"{'a': 4.7248161027352165, 'b': 1.181638370383974, 'c': 1.0453626131740459, 'beta': 104.82696205461681, 'xa0': 0.026682000000000095, 'za0': 0.770408, 'xa1': 0.4723050000000001, 'za1': 0.462693, 'xb2': 0.98267, 'zb2': 0.991591, 'xb3': 0.47094100000000017, 'zb3': 0.467201, 'xa4': 0.6829910000000001, 'za4': 0.78021, 'xa5': 0.13242300000000007, 'za5': 0.475993, 'xb6': 0.636533, 'zb6': 0.807005, 'xb7': 0.10734800000000011, 'zb7': 0.340313, 'xc8': 0.13655000000000006, 'yc8': 0.258666, 'zc8': 0.904795, 'xc9': 0.571454, 'yc9': 0.250404, 'zc9': 0.338989}",AB2_4_a2b2_a2b2c2_6,6,"['Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'a', 'b', 'b', 'a', 'a', 'b', 'b', 'c', 'c']",AB2,SiO2
504.0,7984-11676-SiO2,"{'a': 13.820228, 'b': 1.2797165140835594, 'c': 0.37577354006026525, 'yc0': 0.2792515, 'yc1': 0.6130445, 'xg2': 0.7046620000000001, 'yg2': 0.711448, 'xg3': 0.2892875, 'yg3': 0.04651350000000001, 'xe5': 0.7435210000000001, 'yf6': 0.66633, 'zf6': 0.9987605, 'xg7': 0.22818699999999997, 'yg7': 0.123144, 'xg8': 0.5896935000000001, 'yg8': 0.7217675, 'xg9': 0.40553249999999996, 'yg9': 0.05908050000000001}",AB2_12_c2g2_defg3_63,63,"['Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O']","['c', 'c', 'g', 'g', 'd', 'e', 'f', 'g', 'g', 'g']",AB2,SiO2
863.0,52-1655-VO2,"{'a': 12.180160712401952, 'b': 0.30483949166774094, 'c': 0.5256996995126477, 'beta': 106.8636360019152, 'xi0': 0.19580550000000002, 'zi0': 0.27732200000000007, 'xi1': 0.8987069999999999, 'zi1': 0.3121689999999999, 'xi2': 0.13581499999999996, 'zi2': 0.003970999999999947, 'xi3': 0.366309, 'zi3': 0.29783899999999996, 'xi4': 0.7366565, 'zi4': 0.3503989999999999, 'xi5': 0.05795549999999999, 'zi5': 0.3684609999999999}",AB2_4_i2_i4_12,12,"['V', 'V', 'O', 'O', 'O', 'O']","['i', 'i', 'i', 'i', 'i', 'i']",AB2,VO2
217.0,6098-8287-SiO2,"{'a': 5.048029905141657, 'c': 1.0963730611743852, 'xj1': 0.7944624999999998}",AB2_3_c_j_180,180,"['Si', 'O']","['c', 'j']",AB2,SiO2
1071.0,4593-6607-SiO2,{'a': 7.394762},AB2_2_a_c_227,227,"['Si', 'O']","['a', 'c']",AB2,SiO2
1144.0,28615-62821-Co2A,"{'a': 11.87329927932253, 'c': 0.3004606315460072, 'xf2': 0.501812, 'xk3': 0.335793, 'yk3': 0.158959, 'xf4': 0.311442, 'xf5': 0.796812, 'xg6': 0.127748, 'xg7': 0.627048, 'xj8': 0.718353, 'yj8': 0.175244, 'xk9': 0.543132, 'yk9': 0.172475}",AB2_12_acfk_f2g2jk_189,189,"['As', 'As', 'As', 'As', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","['a', 'c', 'f', 'k', 'f', 'f', 'g', 'g', 'j', 'k']",AB2,Co2A
21.0,3969-5936-C2N,"{'a': 10.359289, 'xd0': 0.22484649999999995, 'yd0': 0.2318975000000001, 'zd0': 0.0055115000000001135, 'xd1': 0.4045345, 'yd1': 0.40433450000000004, 'zd1': 0.0006764999999999688, 'xd2': 0.3066955, 'yd2': 0.3090925, 'zd2': 0.0026045000000001206}",AB2_24_d_d2_205,205,"['N', 'C', 'C']","['d', 'd', 'd']",AB2,C2N
252.0,30347-111558-SiO2,"{'a': 7.412052, 'b': 0.5656893664534464, 'c': 1.1324946182244808, 'xf0': 0.6190565, 'yf0': 0.7660340000000001, 'zf0': 0.6156895, 'yc2': 0.5812490000000001, 'zd3': 0.7829505, 'ze4': 0.9726834999999999}",AB2_8_f_acde_54,54,"['Si', 'O', 'O', 'O', 'O']","['f', 'a', 'c', 'd', 'e']",AB2,SiO2
331.0,27924-43810-NbO2,"{'a': 9.707184, 'b': 0.6219331991646598, 'xb0': 0.9872690000000001, 'yb0': 0.2565900000000002, 'zb0': 0.527458, 'xb1': 0.745002, 'yb1': 0.9873670000000002, 'zb1': 0.7268889999999999, 'xb2': 0.6344115000000001, 'yb2': 0.10751250000000018, 'zb2': 0.5204235, 'xb3': 0.6533255, 'yb3': 0.10298550000000017, 'zb3': 0.9908985, 'xb4': 0.10783900000000005, 'yb4': 0.3666860000000002, 'zb4': 0.7345509999999998, 'xb5': 0.10323850000000004, 'yb5': 0.3478165000000002, 'zb5': 0.26368349999999996}",AB2_8_b2_b4_80,80,"['Nb', 'Nb', 'O', 'O', 'O', 'O']","['b', 'b', 'b', 'b', 'b', 'b']",AB2,NbO2
545.0,13820-17933-YPb2,"{'a': 4.519683, 'b': 1.0116193989711226, 'c': 3.703289367860541, 'za0': 0.09560349999999995, 'zb1': 0.90442, 'za2': 0.4318335, 'za3': 0.749627, 'zb4': 0.2502835, 'zb5': 0.568244}",AB2_2_ab_a2b2_38,38,"['Y', 'Y', 'Pb', 'Pb', 'Pb', 'Pb']","['a', 'b', 'a', 'a', 'b', 'b']",AB2,YPb2
536.0,30033-98203-SiO2,"{'a': 4.120538929588093, 'c': 1.4213046157497278, 'xa0': 0.446879, 'xc1': 0.9532529999999997, 'yc1': 0.634163, 'zc1': 0.09881099999999998}",AB2_3_a_c_154,154,"['Si', 'O']","['a', 'c']",AB2,SiO2
251.0,286500-676440-SiO2,"{'a': 6.870910477921321, 'b': 0.5960036902181994, 'c': 0.7289453463997911, 'beta': 101.8323175625284, 'xe1': 0.6654715000000002, 'ye1': 0.5036080000000001, 'ze1': 0.7012955000000002, 'xe2': 0.11035750000000011, 'ye2': 0.7142580000000001, 'ze2': 0.2637455000000001, 'xe3': 0.4456665000000001, 'ye3': 0.733244, 'ze3': 0.6005255, 'xe4': 0.7773225000000001, 'ye4': 0.771175, 'ze4': 0.9606705000000002}",AB2_6_ae_e3_14,14,"['Si', 'Si', 'O', 'O', 'O']","['a', 'e', 'e', 'e', 'e']",AB2,SiO2
343.0,5682-7810-Tl2S,"{'a': 12.579820132053477, 'c': 1.4988684100463476, 'za0': 0.793553, 'za1': 0.4603993333333332, 'za2': 0.13459533333333323, 'xb3': 0.333935, 'yb3': 0.33378899999999995, 'zb3': 0.7910139999999999, 'xb4': 0.666469, 'yb4': 0.6672969999999998, 'zb4': 0.7570369999999998, 'xb5': 0.7664089999999999, 'yb5': 0.8679059999999998, 'zb5': 0.8685949999999999, 'xb6': 0.468062, 'yb6': 0.5633999999999999, 'zb6': 0.8706429999999998, 'xb7': 0.20590599999999995, 'yb7': 0.11739599999999994, 'zb7': 0.029328999999999716, 'xb8': 0.5465829999999999, 'yb8': 0.4242259999999999, 'zb8': 0.026406999999999847, 'xb9': 0.768338, 'yb9': 0.5674339999999999, 'zb9': 0.8685709999999998, 'xb10': 0.5476653333333332, 'yb10': 0.4256186666666666, 'zb10': 0.6928816666666665}",AB2_9_a3b2_b6_146,146,"['S', 'S', 'S', 'S', 'S', 'Tl', 'Tl', 'Tl', 'Tl', 'Tl', 'Tl']","['a', 'a', 'a', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",AB2,Tl2S
570.0,4911-6956-Te2Au,"{'a': 16.714408, 'b': 0.5315067694889344, 'c': 0.26618017222027845, 'za0': 0.967276, 'yc1': 0.676511, 'zc1': 0.0004929999999999657, 'xd2': 0.625886, 'yd2': 0.665326, 'zd2': 0.491506, 'yc3': 0.373792, 'zc3': 0.09075999999999995, 'yc4': 0.982841, 'zc4': 0.01650600000000002, 'xd5': 0.506141, 'yd5': 0.694144, 'zd5': 0.916355, 'xd6': 0.129637, 'yd6': 0.6425069999999999, 'zd6': 0.5105850000000001, 'xd7': 0.619032, 'yd7': 0.970967, 'zd7': 0.45903700000000003}",AB2_8_acd_c2d3_28,28,"['Au', 'Au', 'Au', 'Te', 'Te', 'Te', 'Te', 'Te']","['a', 'c', 'd', 'c', 'c', 'd', 'd', 'd']",AB2,Te2Au
336.0,283939-646106-SiO2,"{'a': 6.908646, 'xa0': 0.02740150000000008, 'xa1': 0.2961235, 'xa2': 0.16142450000000008, 'xb3': 0.6368814999999999, 'yb3': 0.6775925, 'zb3': 0.012356500000000104}",AB2_8_a2_ab_198,198,"['Si', 'Si', 'O', 'O']","['a', 'a', 'a', 'b']",AB2,SiO2
1034.0,3905-5870-CeS2,"{'a': 8.137683, 'b': 0.5074397712469261, 'c': 2.022818288694706, 'xa0': 0.12997599999999998, 'ya0': 0.21873900000000002, 'za0': 0.13508799999999999, 'xa1': 0.12692399999999998, 'ya1': 0.21906999999999988, 'za1': 0.8591880000000001, 'xa2': 0.38993999999999995, 'ya2': 0.14036099999999996, 'za2': 0.997286, 'xa3': 0.4010119999999999, 'ya3': 0.16642599999999996, 'za3': 0.49715699999999996, 'xa4': 0.12372699999999999, 'ya4': 0.24123099999999997, 'za4': 0.680507, 'xa5': 0.12705799999999998, 'ya5': 0.24138100000000007, 'za5': 0.313774}",AB2_8_a2_a4_33,33,"['Ce', 'Ce', 'S', 'S', 'S', 'S']","['a', 'a', 'a', 'a', 'a', 'a']",AB2,CeS2
710.0,30338-111532-SiO2,"{'a': 12.15756956100684, 'b': 1.5075899757781932, 'c': 0.3573706885960627, 'beta': 93.92546366171888, 'xj0': 0.7683705000000001, 'yj0': 0.3405555, 'zj0': 0.6751594999999999, 'xj1': 0.8804150000000001, 'yj1': 0.25736499999999995, 'zj1': 0.13910350000000005, 'xj2': 0.906053, 'yj2': 0.4226019999999999, 'zj2': 0.2257444999999998, 'yg3': 0.26821249999999996, 'yg4': 0.43596999999999997, 'yh5': 0.3921715, 'xi6': 0.3520035, 'zi6': 0.3382354999999997, 'xj7': 0.86641, 'yj7': 0.18073399999999995, 'zj7': 0.32776549999999993, 'xj8': 0.8133585000000001, 'yj8': 0.26111249999999997, 'zj8': 0.8033964999999998, 'xj9': 0.8338795000000001, 'yj9': 0.33439449999999993, 'zj9': 0.3354444999999999, 'xj10': 0.8026040000000001, 'yj10': 0.408481, 'zj10': 0.8827885}",AB2_12_j3_g2hij4_12,12,"['Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['j', 'j', 'j', 'g', 'g', 'h', 'i', 'j', 'j', 'j', 'j']",AB2,SiO2
715.0,5299-7376-SiO2,"{'a': 5.227867125142527, 'c': 1.6339080155498642, 'zf0': 0.062572}",AB2_4_f_cg_194,194,"['Si', 'O', 'O']","['f', 'c', 'g']",AB2,SiO2
866.0,3039-4915-Ta2S,"{'a': 7.413353, 'b': 0.7573733504933597, 'c': 2.0658589979460036, 'xc0': 0.819862, 'xe1': 0.41237900000000005, 'ye1': 0.2315664999999999, 'ze1': 0.097409, 'xd2': 0.990982, 'yd2': 0.3669684999999999, 'xd3': 0.351125, 'yd3': 0.1277974999999999, 'xe4': 0.09514900000000004, 'ye4': 0.10437649999999987, 'ze4': 0.090331, 'xe5': 0.716935, 'ye5': 0.10399149999999985, 'ze5': 0.15449}",AB2_12_ce_d2e2_57,57,"['S', 'S', 'Ta', 'Ta', 'Ta', 'Ta']","['c', 'e', 'd', 'd', 'e', 'e']",AB2,Ta2S
1242.0,5857-8006-SiPd2,"{'a': 2.749392, 'b': 4.8918265057929995, 'c': 2.8246063178354635, 'za0': -5.00000000069889e-07, 'ye1': 0.6666654999999999, 'ze1': 3.050000000004438e-05, 'zb2': 0.39811949999999996, 'zb3': 0.745975, 'ye4': 0.6270109999999999, 'ze4': 0.627011, 'ye5': 0.8009494999999999, 'ze5': 0.8009495}",AB2_3_ae_b2e2_38,38,"['Si', 'Si', 'Pd', 'Pd', 'Pd', 'Pd']","['a', 'e', 'b', 'b', 'e', 'e']",AB2,SiPd2
767.0,4016-5989-NO2,"{'a': 7.532098, 'xb0': 0.34726649999999987, 'xc1': 0.08543500000000016, 'yc1': 0.10880099999999977, 'zc1': 0.8467119999999999}",AB2_6_b_c_199,199,"['N', 'O']","['b', 'c']",AB2,NO2
731.0,13-1615-GeS2,"{'a': 6.902932970810669, 'b': 3.2985403590447984, 'c': 1.0001406546796767, 'beta': 118.9763956038738, 'xa0': 0.7543920000000001, 'ya0': 0.737439, 'za0': 0.754912, 'xa1': 0.36864600000000014, 'ya1': 0.624701, 'za1': 0.612755, 'xa2': 0.85978, 'ya2': 0.12544999999999995, 'za2': 0.108347, 'xa3': 0.5087550000000001, 'ya3': 0.512444, 'za3': 0.0005030000000000312, 'xa4': -0.00036399999999999996, 'ya4': 0.012263000000000024, 'za4': 0.496663, 'xa5': 0.2521500000000001, 'ya5': 0.762309, 'za5': 0.749888, 'xa6': 0.37472000000000016, 'ya6': 0.396026, 'za6': 0.4341140000000001, 'xa7': 0.858106, 'ya7': 0.896788, 'za7': 0.9254560000000001, 'xa8': 0.7411240000000001, 'ya8': 0.49527299999999996, 'za8': 0.866154, 'xa9': 0.23284900000000008, 'ya9': 0.997718, 'za9': 0.36110999999999993, 'xa10': 0.22090300000000007, 'ya10': 0.550575, 'za10': 0.3684029999999999, 'xa11': 0.7135710000000001, 'ya11': 0.05143600000000004, 'za11': 0.862372, 'xa12': 0.12258100000000016, 'ya12': 0.6984239999999999, 'za12': 0.464612, 'xa13': 0.6168950000000001, 'ya13': 0.20016599999999996, 'za13': 0.9649810000000001, 'xa14': 0.11970200000000009, 'ya14': 0.253093, 'za14': 0.48512999999999995, 'xa15': 0.6173350000000001, 'ya15': 0.75433, 'za15': 0.985358, 'xa16': 0.17516100000000012, 'ya16': 0.852583, 'za16': 0.602943, 'xa17': 0.690998, 'ya17': 0.354236, 'za17': 0.12130000000000002}",AB2_12_a6_a12_7,7,"['Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,GeS2
91.0,5606-7725-CdI2,"{'a': 4.2893780959004095, 'c': 19.357408963198296, 'zc2': 0.41667099999999996, 'zc3': 0.35423299999999996, 'zc4': 0.729095, 'zc5': 0.10423299999999996, 'zc6': 0.8124346666666666}",AB2_4_abc_c4_166,166,"['Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I']","['a', 'b', 'c', 'c', 'c', 'c', 'c']",AB2,CdI2
124.0,30344-111551-SiO2,"{'a': 6.561519, 'b': 1.168121741322398, 'xj0': 0.540347, 'yj0': 0.761142, 'zj0': 0.09540250000000006, 'xe1': 0.696997, 'zi2': 0.9007734999999999, 'xj3': 0.6876990000000001, 'yj3': 0.342191, 'zj3': 0.08329750000000002}",AB2_8_j_eij_116,116,"['Si', 'O', 'O', 'O']","['j', 'e', 'i', 'j']",AB2,SiO2
1422.0,3583-5506-Ta2O,"{'a': 7.48076, 'xc0': 0.855321, 'xc3': 0.7137605}",AB2_4_c_abc_217,217,"['O', 'Ta', 'Ta', 'Ta']","['c', 'a', 'b', 'c']",AB2,Ta2O
1903.0,11971-15941-GeSe2,"{'a': 5.983294, 'b': 1.6262473480327058, 'xg2': 0.2399145, 'yg2': 0.2498585000000001, 'zg2': 0.12491750000000001}",AB2_2_ac_g_82,82,"['Ge', 'Ge', 'Se']","['a', 'c', 'g']",AB2,GeSe2
324.0,4470-6479-SiO2,"{'a': 7.491408, 'b': 1.1105395674618175, 'xa0': 0.9073264999999999, 'xb1': 0.8851165, 'yb1': 0.3183665000000002, 'zb1': 0.019834, 'xb2': 0.8782565, 'yb2': 0.10892649999999993, 'zb2': 0.062763, 'xb3': 0.3686885, 'yb3': 0.07398650000000018, 'zb3': 0.062927, 'xb4': 0.3690605, 'yb4': 0.7224375000000001, 'zb4': 0.099275}",AB2_12_ab_b3_96,96,"['Si', 'Si', 'O', 'O', 'O']","['a', 'b', 'b', 'b', 'b']",AB2,SiO2
914.0,9774-13610-SiO2,"{'a': 6.675254259136202, 'b': 1.2000076235353114, 'c': 0.8098231292502135, 'beta': 100.10870763122611, 'xa0': 0.4978489999999999, 'ya0': 0.45659099999999997, 'za0': 0.0006679999999999999, 'xa1': 0.5469594999999999, 'ya1': 0.9182065000000001, 'za1': 0.41185999999999995, 'xa2': 0.4780819999999999, 'ya2': 0.9491580000000001, 'za2': 0.11101599999999999, 'xa3': 0.12507899999999994, 'ya3': 0.9911350000000001, 'za3': 0.2816489999999999, 'xa4': 0.7962429999999999, 'ya4': 0.924369, 'za4': 0.46782699999999994, 'xa5': 0.4509279999999999, 'ya5': 0.741187, 'za5': 0.47651099999999996}",AB2_4_a2_a4_9,9,"['Si', 'Si', 'O', 'O', 'O', 'O']","['a', 'a', 'a', 'a', 'a', 'a']",AB2,SiO2
