,name,param,proto_name,spacegroup,species,wyckoffs,proto_compo,name_short
1075.0,27983-44871-CdI2,"{'a': 7.432686096617426, 'b': 0.5773630024833897, 'c': 11.205472150186285, 'beta': 90.00424219220564, 'xa0': 0.3333229999999998, 'za0': 0.020775999999999996, 'xa1': -5.551115123125783e-17, 'za1': 0.10426199999999998, 'xa2': 0.33330649999999995, 'za2': 0.18752399999999997, 'xa3': -5.551115123125783e-17, 'za3': 0.2708149999999999, 'xa4': 0.3333229999999998, 'za4': 0.35415199999999997, 'xa5': 0.3333069999999999, 'za5': 0.43749699999999997, 'xa6': -5.551115123125783e-17, 'za6': 0.5208299999999999, 'xa7': 0.3333229999999998, 'za7': 0.6041609999999998, 'xa8': 0.3333069999999999, 'za8': 0.6874979999999999, 'xa9': 0.3333229999999998, 'za9': 0.7708289999999999, 'xa10': -5.551115123125783e-17, 'za10': 0.8541679999999999, 'xa11': 0.3333069999999999, 'za11': 0.9374449999999999, 'xa12': -5.551115123125783e-17, 'za12': 0.0, 'xa13': 0.6666909999999999, 'za13': 0.041632999999999996, 'xa14': 0.3333084999999999, 'za14': 0.08336099999999999, 'xa15': 0.6666769999999999, 'za15': 0.12487699999999999, 'xa16': -5.551115123125783e-17, 'za16': 0.16671799999999998, 'xa17': 0.6666899999999999, 'za17': 0.20827199999999998, 'xa18': 0.3333214999999998, 'za18': 0.25005599999999994, 'xa19': 0.6666974999999999, 'za19': 0.29162799999999994, 'xa20': -5.551115123125783e-17, 'za20': 0.33339099999999994, 'xa21': 0.6666699999999999, 'za21': 0.37495199999999995, 'xa22': -5.551115123125783e-17, 'za22': 0.41672599999999993, 'xa23': 0.6666899999999999, 'za23': 0.45827999999999997, 'xa24': 0.3333289999999999, 'za24': 0.5000579999999999, 'xa25': 0.6666974999999999, 'za25': 0.5416149999999998, 'xa26': -5.551115123125783e-17, 'za26': 0.5833839999999999, 'xa27': 0.6666709999999999, 'za27': 0.6249459999999999, 'xa28': -5.551115123125783e-17, 'za28': 0.6667209999999999, 'xa29': 0.6666899999999999, 'za29': 0.7082809999999999, 'xa30': -5.551115123125783e-17, 'za30': 0.7500549999999999, 'xa31': 0.6666904999999999, 'za31': 0.7916199999999999, 'xa32': 0.3333084999999999, 'za32': 0.8333799999999999, 'xa33': 0.6666769999999999, 'za33': 0.8749419999999999, 'xa34': -5.551115123125783e-17, 'za34': 0.9167549999999999, 'xa35': 0.6666904999999999, 'za35': 0.9582979999999999}",AB2_12_a12_a24_8,8,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,CdI2
83.0,19131-23730-OsN2,"{'a': 2.805637161460739, 'c': 1.7637676275372671, 'ze1': 0.3832499999999999}",AB2_1_a_e_191,191,"['Os', 'N']","['a', 'e']",AB2,OsN2
1041.0,14282-18427-Na2In,"{'a': 8.72153, 'b': 1.5731423270916916, 'c': 1.3283228974732646, 'xc0': 0.32314750000000003, 'yc0': 0.9490985, 'zc0': 0.723736, 'xc1': 0.5448715, 'yc1': 0.7859465, 'zc1': 0.620637, 'xa2': 0.40658700000000003, 'yb3': 0.9333454999999999, 'xc4': 0.693689, 'yc4': 0.19814900000000002, 'zc4': 0.669598, 'xc5': 0.41468499999999997, 'yc5': 0.363888, 'zc5': 0.582747, 'xc6': 0.275369, 'yc6': 0.12201100000000001, 'zc6': 0.542254}",AB2_8_c2_abc3_20,20,"['In', 'In', 'Na', 'Na', 'Na', 'Na', 'Na']","['c', 'c', 'a', 'b', 'c', 'c', 'c']",AB2,Na2In
1287.0,22187-26971-SiBr2,"{'a': 18.847311742580185, 'b': 0.5488248478763651, 'c': 0.7840206204400064, 'beta': 110.07056381747931, 'xf0': 0.2170725, 'yf0': 0.9615505, 'zf0': 0.003934999999999999, 'xf1': 0.373035, 'yf1': 0.704763, 'zf1': 0.009400999999999998, 'xf2': 0.3451385, 'yf2': 0.8979805000000001, 'zf2': 0.07792099999999999, 'xf3': 0.420228, 'yf3': 0.056392999999999915, 'zf3': 0.06186599999999999, 'xf4': 0.195146, 'yf4': 0.12468399999999995, 'zf4': 0.08942399999999999, 'xf5': 0.4851535, 'yf5': 0.6285365, 'zf5': 0.10170899999999998, 'xf6': 0.1255385, 'yf6': 0.7452795, 'zf6': 0.13712999999999997, 'xf7': 0.2996675, 'yf7': 0.4775134999999999, 'zf7': 0.14698999999999998, 'xf8': 0.363846, 'yf8': 0.8656440000000001, 'zf8': 0.23380399999999998}",AB2_12_f3_f6_15,15,"['Si', 'Si', 'Si', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']","['f', 'f', 'f', 'f', 'f', 'f', 'f', 'f', 'f']",AB2,SiBr2
1164.0,17210-21652-SiO2,"{'a': 8.711887, 'b': 1.122068617281193, 'c': 0.4286435303855525, 'xm0': 0.17458999999999997, 'ym0': 0.108337, 'zm0': 0.8477299999999999, 'xg2': 0.30379399999999995, 'xh3': 0.14162899999999998, 'yi4': 0.139574}",AB2_8_m_eghi_50,50,"['Si', 'O', 'O', 'O', 'O']","['m', 'e', 'g', 'h', 'i']",AB2,SiO2
3.0,19132-23731-OsN2,"{'a': 4.400451, 'b': 0.6034990504382391, 'xh1': 0.612324}",AB2_2_a_h_127,127,"['Os', 'N']","['a', 'h']",AB2,OsN2
76.0,8008-11702-GaBr2,"{'a': 21.94559615710127, 'c': 0.3995922889140739, 'xb0': 0.18555733333333335, 'yb0': 0.9846826666666667, 'zb0': 0.6163336666666666, 'xb1': 0.20088166666666668, 'yb1': 0.9888633333333333, 'zb1': 0.09135933333333328, 'xb2': 0.074737, 'yb2': 0.95306, 'zb2': 0.50726, 'xb3': 0.25156833333333334, 'yb3': 0.8019166666666667, 'zb3': 0.4465766666666667, 'xb4': 0.174991, 'yb4': 0.888566, 'zb4': 0.760452, 'xb5': 0.32162466666666667, 'yb5': 0.9273753333333333, 'zb5': 0.09325233333333328}",AB2_12_b2_b4_161,161,"['Ga', 'Ga', 'Br', 'Br', 'Br', 'Br']","['b', 'b', 'b', 'b', 'b', 'b']",AB2,GaBr2
837.0,27980-44868-CdI2,"{'a': 4.29024160560887, 'c': 16.264197549210206, 'za0': 0.12499499999999998, 'za1': 0.32498699999999997, 'za2': 0.5250019999999999, 'za3': 0.8249599999999999, 'zb4': 0.024984999999999997, 'zb5': 0.22497599999999998, 'zb6': 0.42503699999999994, 'zb7': 0.6250319999999999, 'zb8': 0.7250229999999999, 'zb9': 0.9249279999999999, 'za10': 0.00025499999999999996, 'za11': 0.20027199999999998, 'za12': 0.40023899999999996, 'za13': 0.6002489999999999, 'za14': 0.7002619999999999, 'za15': 0.9002979999999999, 'zb16': 0.10026599999999998, 'zb17': 0.30024699999999993, 'zb18': 0.5002469999999999, 'zb19': 0.8002679999999999, 'zc20': 0.04975999999999999, 'zc21': 0.14976199999999998, 'zc22': 0.24974699999999997, 'zc23': 0.3497199999999999, 'zc24': 0.44974299999999995, 'zc25': 0.5497409999999999, 'zc26': 0.6497429999999998, 'zc27': 0.7497329999999999, 'zc28': 0.8497289999999998, 'zc29': 0.9497919999999999}",AB2_10_a4b6_a6b4c10_156,156,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'b', 'b', 'b', 'b', 'b', 'b', 'a', 'a', 'a', 'a', 'a', 'a', 'b', 'b', 'b', 'b', 'c', 'c', 'c', 'c', 'c', 'c', 'c', 'c', 'c', 'c']",AB2,CdI2
954.0,284630-646904-SiO2,"{'a': 6.876084, 'b': 1.0053507199737526, 'c': 1.0136752256080641, 'xa0': 0.006508, 'ya0': 0.5495165, 'za0': 0.46691999999999995, 'xa1': 0.213427, 'ya1': 0.7334915, 'za1': 0.8013209999999998, 'xa2': 0.041524, 'ya2': 0.6963115, 'za2': 0.6458669999999999, 'xa3': 0.098805, 'ya3': 0.16436950000000006, 'za3': 0.20498099999999997, 'xa4': 0.130912, 'ya4': 0.8700515, 'za4': 0.9704539999999999, 'xa5': 0.216975, 'ya5': 0.47134849999999995, 'za5': 0.39350599999999997}",AB2_8_a2_a4_19,19,"['Si', 'Si', 'O', 'O', 'O', 'O']","['a', 'a', 'a', 'a', 'a', 'a']",AB2,SiO2
1453.0,12160-16136-BeI2,"{'a': 12.833652, 'b': 1.6645883806106008, 'xg0': 0.0847375000000001, 'yg0': 0.3767705000000001, 'zg0': 0.8137794999999999, 'zd1': 0.13330649999999994, 'ye2': 0.8144170000000001, 'xg3': 0.28270100000000004, 'yg3': 0.5371790000000001, 'zg3': -0.0009650000000002157}",AB2_16_g_deg_142,142,"['Be', 'I', 'I', 'I']","['g', 'd', 'e', 'g']",AB2,BeI2
426.0,286044-667186-Mg2Ge,"{'a': 8.031756243912909, 'b': 0.9981669956776332, 'c': 0.7057188971952932, 'beta': 134.83657468473075, 'ye0': 0.37498700000000007}",AB2_2_e_ac_15,15,"['Ge', 'Mg', 'Mg']","['e', 'a', 'c']",AB2,Mg2Ge
815.0,21065-25822-Ga2I,"{'a': 3.933701, 'b': 3.330994399421826, 'c': 2.7906508400104633, 'yc0': 0.64896, 'yf1': 0.8597315, 'zf1': 0.12295049999999996, 'yc2': 0.266249, 'yc3': 0.4595365, 'yf4': 0.678393, 'zf4': 0.017344499999999874, 'yf5': 0.058648, 'zf5': 0.10559150000000006}",AB2_6_cf_c2f2_63,63,"['Ir', 'Ir', 'Ga', 'Ga', 'Ga', 'Ga']","['c', 'f', 'c', 'c', 'f', 'f']",AB2,Ga2I
1085.0,9768-13602-SiO2,"{'a': 8.561164, 'b': 0.5596010075265466, 'xg0': 0.326283, 'yg0': 0.32262100000000005, 'zg0': 0.5238389999999999, 'xg1': 0.28358099999999997, 'yg1': 0.18887500000000002, 'zg1': 0.29748600000000003, 'xg2': 0.19909349999999998, 'yg2': 0.007161500000000043, 'zg2': 0.8802695}",AB2_4_g_g2_82,82,"['Si', 'O', 'O']","['g', 'g', 'g']",AB2,SiO2
1272.0,13413-17482-HoZn2,"{'a': 4.432218, 'b': 1.5806875925326778, 'c': 1.7080464002447533, 'ze0': 0.02796200000000007, 'yh1': 0.5409820000000001, 'zh1': 0.33385999999999993}",AB2_2_e_h_74,74,"['Ho', 'Zn']","['e', 'h']",AB2,HoZn2
171.0,17226-21668-SiO2,"{'a': 9.526370121263398, 'b': 1.5752087950588556, 'c': 0.918311354771066, 'beta': 104.33968532143352, 'xb0': 0.12886650000000002, 'yb0': 0.8998475, 'zb0': 0.30662800000000007, 'xb1': 0.3256945, 'yb1': 0.7481085, 'zb1': 0.8968590000000002, 'xb2': 0.231358, 'yb2': 0.902104, 'zb2': 0.6678640000000001, 'xb3': 0.6200955, 'yb3': 0.7614805, 'zb3': 0.10035600000000003, 'xb4': 0.8044915, 'yb4': 0.8946685, 'zb4': 0.33917700000000006, 'xb5': 0.8962600000000001, 'yb5': 0.8977310000000001, 'zb5': 0.6810040000000002, 'xa6': 0.139944, 'za6': 0.23927700000000005, 'xa7': 0.29571000000000003, 'za7': 0.7304750000000001, 'xa8': 0.769215, 'za8': 0.33291300000000007, 'xa9': 0.847287, 'za9': 0.6943950000000001, 'xb10': 0.181157, 'yb10': 0.829971, 'zb10': 0.19249300000000005, 'xb11': 0.362619, 'yb11': 0.653315, 'zb11': 0.8288800000000002, 'xb12': 0.46250800000000003, 'yb12': 0.62273, 'zb12': 0.30691300000000005, 'xb13': 0.232901, 'yb13': 0.890648, 'zb13': 0.4836260000000001, 'xb14': 0.331206, 'yb14': 0.82581, 'zb14': 0.7698230000000003, 'xb15': 0.567427, 'yb15': 0.607234, 'zb15': 0.6876480000000001, 'xb16': 0.4449475, 'yb16': 0.7688284999999999, 'zb16': 0.06064500000000001, 'xb17': 0.6678270000000001, 'yb17': 0.760865, 'zb17': 0.9342350000000003, 'xb18': 0.6805464999999999, 'yb18': 0.8475695000000001, 'zb18': 0.20636300000000005, 'xb19': 0.80385, 'yb19': 0.8554790000000001, 'zb19': 0.5136180000000001}",AB2_12_b6_a4b10_8,8,"['Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['b', 'b', 'b', 'b', 'b', 'b', 'a', 'a', 'a', 'a', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",AB2,SiO2
349.0,3493-5399-H2O,"{'a': 7.227586213611046, 'c': 0.9400008245084099, 'xc0': 0.32953999999999994, 'zc0': 0.053069, 'xc1': 0.3367879999999999, 'zc1': 0.428108, 'xc2': 0.4640129999999999, 'zc2': 0.005891, 'xc3': 0.3324229999999999, 'zc3': 0.203991, 'xd4': 0.3335979999999999, 'yd4': 0.13157599999999992, 'zd4': 0.479469}",AB2_12_c2_c2d_185,185,"['O', 'O', 'H', 'H', 'H']","['c', 'c', 'c', 'c', 'd']",AB2,H2O
357.0,304827-711589-ZnO2,"{'a': 5.839750534466862, 'b': 1.000237137797717, 'c': 1.0005824935743857, 'alpha': 60.035003835587545, 'beta': 60.02729280112261, 'gamma': 60.04356555354858, 'xi4': 0.7793819999999999, 'yi4': 0.24024499999999982, 'zi4': 0.24013299999999999, 'xi5': 0.24013399999999985, 'yi5': 0.24024399999999996, 'zi5': 0.779387, 'xi6': 0.24023700000000003, 'yi6': 0.779385, 'zi6': 0.2402359999999999, 'xi7': 0.7597599999999999, 'yi7': 0.759854, 'zi7': 0.7597719999999999}",AB2_4_abcd_i4_2,2,"['Zn', 'Zn', 'Zn', 'Zn', 'O', 'O', 'O', 'O']","['a', 'b', 'c', 'd', 'i', 'i', 'i', 'i']",AB2,ZnO2
395.0,26854-33699-CdI2,"{'a': 4.290440721069926, 'c': 13.001761270408933, 'za0': 0.6562439999999999, 'za1': 0.9062509999999999, 'zb2': 0.15627899999999997, 'zb3': 0.40628699999999995, 'zc4': 0.03126399999999999, 'zc5': 0.2812549999999999, 'zc6': 0.5312459999999999, 'zc7': 0.7812319999999999, 'za8': 0.00032299999999999994, 'za9': 0.12532699999999997, 'za10': 0.25029999999999997, 'za11': 0.37531899999999996, 'za12': 0.5003069999999998, 'za13': 0.7503379999999998, 'zb14': 0.06217099999999999, 'zb15': 0.3121729999999999, 'zb16': 0.5621819999999998, 'zb17': 0.6871489999999999, 'zb18': 0.8121949999999999, 'zb19': 0.9371489999999999, 'zc20': 0.18716699999999997, 'zc21': 0.43716599999999994, 'zc22': 0.6253199999999999, 'zc23': 0.8753569999999999}",AB2_8_a2b2c4_a6b6c4_156,156,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'b', 'b', 'c', 'c', 'c', 'c', 'a', 'a', 'a', 'a', 'a', 'a', 'b', 'b', 'b', 'b', 'b', 'b', 'c', 'c', 'c', 'c']",AB2,CdI2
928.0,15054-19265-FeGe2,"{'a': 10.552218, 'b': 0.768807467775969, 'c': 0.7817437054465705, 'xd0': 0.28174600000000005, 'yf1': 0.696635, 'zf1': 0.187832, 'xg2': 0.627254, 'yg2': 0.728057, 'zg2': 0.043982, 'xg3': 0.626268, 'yg3': 0.46039899999999995, 'zg3': 0.231183}",AB2_8_df_g2_64,64,"['Fe', 'Fe', 'Ge', 'Ge']","['d', 'f', 'g', 'g']",AB2,FeGe2
1130.0,284445-646697-MgCl2,"{'a': 7.540806, 'b': 0.8191092570210665, 'c': 0.8246370480821281, 'yb0': 0.659145, 'zb0': 0.34064, 'za1': 0.01844200000000018, 'yb2': 0.513929, 'zb2': 0.988921}",AB2_2_b_ab_40,40,"['Mg', 'Cl', 'Cl']","['b', 'a', 'b']",AB2,MgCl2
268.0,28119-47396-CdI2,"{'a': 7.439718189279887, 'b': 0.5773533491085119, 'c': 12.10364865254293, 'beta': 90.00329005514357, 'xa0': 0.333318, 'za0': 0.019224999999999996, 'xa1': 9.999999999732445e-07, 'za1': 0.09610099999999999, 'xa2': 0.333318, 'za2': 0.17306999999999997, 'xa3': 9.999999999732445e-07, 'za3': 0.24999499999999997, 'xa4': 0.33330750000000003, 'za4': 0.32692099999999996, 'xa5': 9.999999999732445e-07, 'za5': 0.40385199999999993, 'xa6': 0.33331750000000004, 'za6': 0.48069699999999993, 'xa7': 9.999999999732445e-07, 'za7': 0.5576129999999999, 'xa8': 9.999999999732445e-07, 'za8': 0.6346329999999999, 'xa9': 9.999999999732445e-07, 'za9': 0.7116189999999999, 'xa10': 9.999999999732445e-07, 'za10': 0.7885109999999999, 'xa11': 0.6666845, 'za11': 0.8653819999999999, 'xa12': 9.999999999732445e-07, 'za12': 0.9423099999999999, 'xa13': 9.999999999732445e-07, 'za13': 0.0, 'xa14': 0.666693, 'za14': 0.038433999999999996, 'xa15': 0.3333065, 'za15': 0.07691099999999998, 'xa16': 0.666698, 'za16': 0.11533899999999998, 'xa17': 9.999999999732445e-07, 'za17': 0.15388299999999996, 'xa18': 0.66669, 'za18': 0.19228999999999996, 'xa19': 0.33330550000000003, 'za19': 0.23079699999999997, 'xa20': 0.666698, 'za20': 0.2692069999999999, 'xa21': 9.999999999732445e-07, 'za21': 0.30771399999999993, 'xa22': 0.6666785, 'za22': 0.34612499999999996, 'xa23': 0.33330600000000005, 'za23': 0.38464099999999996, 'xa24': 0.666696, 'za24': 0.42305099999999995, 'xa25': 9.999999999732445e-07, 'za25': 0.46160699999999993, 'xa26': 0.6666915, 'za26': 0.5000029999999999, 'xa27': 0.3333065, 'za27': 0.5385299999999998, 'xa28': 0.6666965, 'za28': 0.5769339999999998, 'xa29': 0.3333085, 'za29': 0.6154189999999999, 'xa30': 0.666695, 'za30': 0.6538069999999999, 'xa31': 0.33330750000000003, 'za31': 0.6923039999999999, 'xa32': 0.6666955, 'za32': 0.7306989999999999, 'xa33': 0.3333065, 'za33': 0.7692249999999999, 'xa34': 0.666697, 'za34': 0.8076329999999999, 'xa35': 0.3333125, 'za35': 0.8461739999999999, 'xa36': 9.999999999732445e-07, 'za36': 0.8845919999999999, 'xa37': 0.333305, 'za37': 0.9230999999999999, 'xa38': 0.666698, 'za38': 0.9615199999999999}",AB2_13_a13_a26_8,8,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,CdI2
324.0,14578-18735-TaAs2,"{'a': 9.438734481462914, 'b': 0.36176873146565763, 'c': 0.8305001166363902, 'beta': 119.69021476193082, 'xc0': 0.6567405, 'yc0': 0.3965255000000001, 'zc0': 0.695333, 'xc1': 0.859478, 'yc1': 0.8979280000000003, 'zc1': 0.972633, 'xc2': 0.40551799999999993, 'yc2': 0.8955500000000002, 'zc2': 0.607945}",AB2_2_c_c2_5,5,"['Ta', 'As', 'As']","['c', 'c', 'c']",AB2,TaAs2
383.0,1950-3715-NbSe2,"{'a': 3.4701207358291364, 'c': 7.4576093946243125, 'zg2': 0.250314, 'zg3': 0.434921, 'zh4': 0.065097, 'zi5': 0.185407, 'zi6': 0.315495}",AB2_4_adg_ghi2_187,187,"['Nb', 'Nb', 'Nb', 'Se', 'Se', 'Se', 'Se']","['a', 'd', 'g', 'g', 'h', 'i', 'i']",AB2,NbSe2
789.0,2126-3914-AgF2,"{'a': 3.5782012924317157, 'b': 1.3268535255526301, 'c': 1.634142090114486, 'beta': 124.10331790160033, 'xe1': 0.29097000000000006, 'ye1': 0.8021950000000002, 'ze1': 0.8017495}",AB2_2_a_e_14,14,"['Ag', 'F']","['a', 'e']",AB2,AgF2
1156.0,8771-12530-VS2,"{'a': 4.98051800244322, 'b': 0.44228511952359173, 'c': 4.600921534330469, 'beta': 94.35909940867857, 'ya0': 0.5, 'xc1': 0.5609785, 'yc1': 0.02299949999999995, 'zc1': 0.6896519999999999}",AB2_1_a_c_5,5,"['V', 'S']","['a', 'c']",AB2,VS2
238.0,9773-13609-SiO2,"{'a': 6.876035730024677, 'b': 1.1889536821779516, 'c': 0.9314452674560896, 'beta': 114.00228463187202, 'xc0': 0.20695799999999998, 'yc0': -0.0007270000000000054, 'zc0': 0.21404399999999996, 'xc1': 0.6092839999999999, 'yc1': 0.819741, 'zc1': 0.35869599999999996, 'ya2': 0.9319834999999999, 'yb3': 0.2127785000000001, 'xc4': 0.42527899999999996, 'yc4': 0.943833, 'zc4': 0.18954799999999994, 'xc5': 0.20109749999999996, 'yc5': 0.19909649999999995, 'zc5': 0.22027699999999995, 'xc6': 0.20135099999999992, 'yc6': 0.925551, 'zc6': 0.4492199999999999}",AB2_4_c2_abc3_5,5,"['Si', 'Si', 'O', 'O', 'O', 'O', 'O']","['c', 'c', 'a', 'b', 'c', 'c', 'c']",AB2,SiO2
393.0,28126-47420-CdI2,"{'a': 7.4307278179121194, 'b': 0.5773552640129589, 'c': 5.634093329196403, 'beta': 90.00437331909778, 'xa0': 0.3333379999999999, 'za0': 0.041639999999999996, 'xa1': -1.1102230246251565e-16, 'za1': 0.20834399999999997, 'xa2': 0.666661, 'za2': 0.37501799999999996, 'xa3': -1.1102230246251565e-16, 'za3': 0.5416569999999999, 'xa4': -1.1102230246251565e-16, 'za4': 0.7083389999999999, 'xa5': -1.1102230246251565e-16, 'za5': 0.8749999999999999, 'xa6': -1.1102230246251565e-16, 'za6': 0.0004949999999999999, 'xa7': 0.6666719999999999, 'za7': 0.08291899999999999, 'xa8': 0.33331849999999985, 'za8': 0.16710099999999997, 'xa9': 0.6666809999999999, 'za9': 0.24953099999999998, 'xa10': 0.3333284999999999, 'za10': 0.33380699999999996, 'xa11': -1.1102230246251565e-16, 'za11': 0.41617599999999993, 'xa12': 0.33331599999999983, 'za12': 0.5004209999999999, 'xa13': 0.6666819999999999, 'za13': 0.5828709999999999, 'xa14': 0.3333189999999998, 'za14': 0.6670809999999999, 'xa15': 0.6666819999999999, 'za15': 0.7495289999999999, 'xa16': 0.3333179999999998, 'za16': 0.8338389999999999, 'xa17': 0.6666849999999999, 'za17': 0.9162329999999999}",AB2_6_a6_a12_8,8,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,CdI2
1362.0,38-1641-Ca2Sb,"{'a': 4.771259, 'b': 3.50899290941868, 'za0': 0.14084800000000003, 'za1': 0.8694895, 'za2': 0.6801185000000001, 'za3': 0.33001600000000003, 'zb4': 0.505314}",AB2_2_a2_a2b_107,107,"['Sb', 'Sb', 'Ca', 'Ca', 'Ca']","['a', 'a', 'a', 'a', 'b']",AB2,Ca2Sb
190.0,28118-47395-CdI2,"{'a': 7.426716745817494, 'b': 0.5773478399293887, 'c': 10.337269844006014, 'beta': 90.00443572935743, 'xa0': 0.333314, 'za0': 0.022706, 'xa1': 9.999999999732507e-07, 'za1': 0.11363, 'xa2': 9.999999999732555e-07, 'za2': 0.204542, 'xa3': 9.999999999732606e-07, 'za3': 0.295448, 'xa4': 9.999999999732655e-07, 'za4': 0.38636, 'xa5': 0.6666885, 'za5': 0.477289, 'xa6': 0.6666584999999999, 'za6': 0.568185, 'xa7': 9.999999999732803e-07, 'za7': 0.659091, 'xa8': 0.6666725, 'za8': 0.750005, 'xa9': 9.9999999997329e-07, 'za9': 0.84094, 'xa10': 9.999999999732951e-07, 'za10': 0.93182, 'xa11': 9.999999999732445e-07, 'za11': 0.000234, 'xa12': 0.666655, 'za12': 0.045213, 'xa13': 0.33331799999999995, 'za13': 0.091142, 'xa14': 0.666682, 'za14': 0.13611, 'xa15': 0.3333135, 'za15': 0.182048, 'xa16': 0.6666825, 'za16': 0.227027, 'xa17': 0.333314, 'za17': 0.272981, 'xa18': 0.6666875, 'za18': 0.317952, 'xa19': 0.3333155, 'za19': 0.363893, 'xa20': 0.666688, 'za20': 0.408851, 'xa21': 0.33334199999999997, 'za21': 0.454802, 'xa22': 9.999999999732716e-07, 'za22': 0.499774, 'xa23': 0.33332449999999997, 'za23': 0.545701, 'xa24': 9.999999999732765e-07, 'za24': 0.590656, 'xa25': 0.3333115, 'za25': 0.636584, 'xa26': 0.666671, 'za26': 0.681553, 'xa27': 0.33332649999999997, 'za27': 0.727498, 'xa28': 9.999999999732864e-07, 'za28': 0.772466, 'xa29': 0.33331249999999996, 'za29': 0.818437, 'xa30': 0.666686, 'za30': 0.863416, 'xa31': 0.333339, 'za31': 0.909336, 'xa32': 0.6666875, 'za32': 0.95431}",AB2_11_a11_a22_8,8,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,CdI2
1189.0,17218-21660-SiO2,"{'a': 4.60128406383881, 'b': 1.0021687285598413, 'c': 1.7895611103718823, 'beta': 112.76030253354416, 'xg0': 0.2657225000000001, 'yg0': 0.728617, 'zg0': 0.5564035, 'yf4': 0.160856}",AB2_4_g_abcf_13,13,"['Si', 'O', 'O', 'O', 'O']","['g', 'a', 'b', 'c', 'f']",AB2,SiO2
1142.0,7666-11337-TaO2,"{'a': 13.947656000000144, 'b': 0.41039354569684977, 'xf0': 0.12519250000000015, 'yf0': 0.37488849999999996, 'zf0': 0.8740659999999997, 'xf1': 0.8747625000000001, 'yf1': 0.12444749999999993, 'zf1': 0.8741899999999998, 'xf2': 0.9813645000000001, 'yf2': 0.12498749999999997, 'zf2': 0.12478799999999979, 'xf3': 0.2317350000000001, 'yf3': 0.3750639999999999, 'zf3': 0.12505349999999976, 'xf4': 0.48185300000000014, 'yf4': 0.6248719999999999, 'zf4': 0.1253524999999997, 'xf5': 0.7321740000000001, 'yf5': 0.8750800000000001, 'zf5': 0.12483349999999971}",AB2_16_f2_f4_88,88,"['Ta', 'Ta', 'O', 'O', 'O', 'O']","['f', 'f', 'f', 'f', 'f', 'f']",AB2,TaO2
